HS2,HS4,HS6,description,clean_description
,,560500.0,"Yarn; metallised, whether or not gimped, of textile yarn, or strip or the like of heading no. 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal",yarn metallise gimp textile yarn strip like head combine metal form thread strip powder cover metal
,,560600.0,"Yarn and strip and the like of heading no. 5404 or 5405; gimped, (other than those of heading no. 5406 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn",yarn strip like head gimp head gimp horsehair yarn chenille yarn include flock chenille yarn loop wale yarn
,,560721.0,"Twine; binder or baler twine, of sisal or other textile fibres of the genus agave",twine binder baler twine sisal textile fibre genus agave
,,560729.0,"Twine, cordage, ropes, cables; of sisal or other textile fibres of the genus agave (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",twine cordage rope cable sisal textile fibre genus agave exclude binder baler twine plait braid rubber plastic impregnate coat covered sheathe
,,560741.0,"Twine; binder or baler twine, of polyethylene or polypropylene",twine binder baler twine polyethylene polypropylene
,,560749.0,"Twine, cordage, ropes, cables; of polyethylene or polypropylene (excluding binder or baler twine), whether or not plaited, braided or rubber or plastic impregnated, coated, covered or sheathed",twine cordage rope cable polyethylene polypropylene exclude binder baler twine plait braid rubber plastic impregnate coat covered sheathe
,,560750.0,"Twine, cordage, ropes, cables; of synthetic fibres other than polyethylene or polypropylene, whether or not plaited, braided or impregnated, coated, covered or sheathed with rubber or plastics",twine cordage rope cable synthetic fibre polyethylene polypropylene plait braid impregnate coat cover sheathe rubber plastic
,,560790.0,"Twine, cordage, ropes, cables; of materials n.e.c. in heading no. 5607, whether or not plaited, braided or impregnated, coated, covered, or sheathed with rubber or plastics",twine cordage rope cable material head plait braid impregnate coat cover sheathe rubber plastic
,,560811.0,"Twine, cordage or rope; fishing nets, made up, of man made textile materials",twine cordage rope fishing net man textile material
,,560819.0,"Twine, cordage or rope; knotted netting, for other than fishing, of man-made textile materials",twine cordage rope knot netting fishing man textile material
,,560890.0,"Twine, cordage or rope; knotted netting, of other than man-made textiles",twine cordage rope knot netting man textile
,,560900.0,"Yarn; articles of yarn, strip or the like of heading no. 5404 and 5405, twine, cordage, rope or cables n.e.c. or included",yarn article yarn strip like head twine cordage rope cable include
,,570110.0,"Carpets and other textile floor coverings; knotted, of wool or fine animal hair, whether or not made up",carpet textile floor covering knot wool fine animal hair
,,570190.0,"Carpets and other textile floor coverings; knotted, of textile materials (other than wool or fine animal hair), whether or not made up",carpet textile floor covering knot textile material wool fine animal hair
,,570210.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",carpet textile floor covering weave tufte flock include kelem schumack karamanie similar hand weave rug
,,570220.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, of coconut fibres (coir)",carpet textile floor covering weave tufte flock coconut fibre coir
,,570231.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock wool fine animal hair pile construction item
,,570232.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock man textile material pile construction item
,,570239.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock textile material man wool fine animal hair pile construction item
,,570241.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock wool fine animal hair pile construction item
,,570242.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock man textile material pile construction item
,,570249.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made, wool or fine animal hair), of pile construction, made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock textile material man wool fine animal hair pile construction item
,,570250.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), not of pile construction, not made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock pile construction item
,,570291.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock wool fine animal hair pile construction item
,,570292.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of man-made textile materials, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock man textile material pile construction item
,,570299.0,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of textile materials (other than man-made or wool or fine animal hair, not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",carpet textile floor covering weave tufte flock textile material man wool fine animal hair pile construction item
,,570310.0,"Carpets and other textile floor coverings (including turf); tufted, of wool or fine animal hair, whether or not made up",carpet textile floor covering include turf tufte wool fine animal hair
,,570321.0,"Carpets and other textile floor coverings; tufted, of nylon or other polyamides, whether or not made up",carpet textile floor covering tufte nylon polyamide
,,570329.0,"Carpets; tufted, of nylon or other polyamides, whether or not made up",carpet tufte nylon polyamide
,,570331.0,"Carpets and other textile floor coverings; tufted, of other man-made textile materials (other than polyamides), whether or not made up",carpet textile floor covering tufte man textile material polyamide
,,570339.0,"Carpets; tufted, of man-made textile materials (other than polyamides), whether of not made up",carpet tufte man textile material polyamide
,,570390.0,"Carpets and other textile floor coverings; tufted, of textile materials (other than man-made, wool or fine animal hair), whether or not made up",carpet textile floor covering tufte textile material man wool fine animal hair
,,570410.0,"Textile floor coverings; felt tiles, (not tufted or flocked), whether or not made up, having a maximum surface area of 0.3m2",textile floor covering feel tile tufte flock have maximum surface area
,,570420.0,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up, having a maximum surface area exceeding 0.3 m2 but not exceeding 1 m2",carpet textile floor covering feel tufte flock have maximum surface area exceed exceed
,,570490.0,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), in the piece, whether or not made up, having a maximum surface area exceeding 1 m2",carpet textile floor covering feel tufte flock piece have maximum surface area exceed
,,570500.0,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",carpet textile floor covering chapter
,,580110.0,"Fabrics; woven pile, of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806",fabric weave pile wool fine animal hair fabric head
,,580121.0,"Fabrics; woven pile, of cotton, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806",fabric weave pile cotton uncut weft pile fabric fabric head
,,580122.0,"Fabrics; woven pile, of cotton, cut corduroy, other than fabrics of heading no. 5802 or 5806",fabric weave pile cotton cut corduroy fabric head
,,580123.0,"Fabrics; woven pile, of cotton, weft pile fabrics other than uncut and corduroy, other than fabrics of heading no. 5802 or 5806",fabric weave pile cotton weft pile fabric uncut corduroy fabric head
,,580126.0,"Fabrics; chenille, of cotton, other than fabrics of heading no. 5802 or 5806",fabric chenille cotton fabric head
,,580127.0,"Fabrics; woven pile, of cotton, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",fabric weave pile cotton warp pile fabric fabric head
,,580131.0,"Fabrics; woven pile, of man-made fibres, uncut weft pile fabrics, other than fabrics of heading no. 5802 or 5806",fabric weave pile man fibre uncut weft pile fabric fabric head
,,580132.0,"Fabrics; woven pile, of man-made fibres, cut corduroy, other than fabrics of heading no. 5802 or 5806",fabric weave pile man fibre cut corduroy fabric head
,,580133.0,"Fabrics; woven pile, of man-made fibres, other weft pile fabrics, other than fabrics of heading no. 5802 or 5806",fabric weave pile man fibre weft pile fabric fabric head
,,580136.0,"Fabrics; chenille, of man-made fibres, other than fabrics of heading no. 5802 or 5806",fabric chenille man fibre fabric head
,,580137.0,"Fabrics; woven pile, of man-made fibres, warp pile fabrics, other than fabrics of heading no. 5802 or 5806",fabric weave pile man fibre warp pile fabric fabric head
,,580190.0,"Fabrics; woven pile and chenille, of textile materials n.e.c. in heading no. 5801, other than fabrics of heading no. 5802 or 5806",fabric weave pile chenille textile material head fabric head
,,580210.0,"Fabrics; terry towelling and similar woven terry fabrics, of cotton, whether bleached or unbleached, excluding narrow fabrics of heading no. 5806",fabric terry towel similar woven terry fabric cotton bleached unbleached exclude narrow fabric head
,,580220.0,"Fabrics; terry towelling and similar woven terry fabrics, of textile materials, excluding cotton, excluding narrow fabrics of heading no. 5806",fabric terry towel similar woven terry fabric textile material exclude cotton exclude narrow fabric head
,,580230.0,"Fabrics; tufted textile fabrics, excluding products of heading no. 5703",fabric tufte textile fabric exclude product head
,,580300.0,Gauze; other than narrow fabrics of heading no. 5806,gauze narrow fabric head
,,580410.0,"Tulles and other net fabrics; excluding woven, knitted or crocheted fabrics, (other than fabrics of headings 60.02 to 60.06)",tulle net fabric exclude weave knit crochet fabric fabric heading
,,580421.0,"Lace; mechanically made, of man-made fibres in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",lace mechanically man fibre piece strip motif fabric heading
,,580429.0,"Lace; mechanically made, of textile materials, (other than man-made fibres), in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)",lace mechanically textile material man fibre piece strip motif fabric heading
,,580430.0,"Lace; hand-made, in the piece, in strips or motifs, (other than fabrics of headings 60.02 to 60.06)",lace hand piece strip motif fabric heading
,,580500.0,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",tapestry hand weave gobelin flander aubusson beauvais like needle work tapestry petit point cross stitch
,,580610.0,Fabrics; woven pile (including terry towelling and similar terry fabrics) and chenille fabrics (excluding goods of heading 5807),fabric weave pile include terry towel similar terry fabric chenille fabric exclude good head
,,580620.0,"Fabrics; narrow (excluding pile fabrics), containing by weight 5% or more of elastomeric yarn or rubber thread",fabric narrow exclude pile fabric contain weight elastomeric yarn rubber thread
,,580631.0,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of cotton (excluding goods of heading no. 5807)",fabric narrow woven fabric head cotton exclude good head
,,580632.0,"Fabrics, narrow woven fabrics, n.e.c. in heading no. 5806, of man-made fibres (excluding goods of heading no. 5807)",fabric narrow woven fabric head man fibre exclude good head
,,580639.0,"Fabrics; narrow woven fabrics, n.e.c. in heading no. 5806, of textile materials n.e.c. in item no. 5806.3 (excluding goods of heading no. 5807)",fabric narrow woven fabric head textile material item exclude good head
,,580640.0,"Fabrics; narrow woven, consisting of warp without weft, assembled by means of an adhesive (bolducs)",fabric narrow weave consist warp weft assemble mean adhesive bolducs
,,580710.0,"Labels, badges and similar articles; woven, of textile materials, in the piece, in strips or cut to shape or size, not embroidered",label badge similar article weave textile material piece strip cut shape size embroider
,,580790.0,"Labels, badges and similar articles; (other than woven), of textile materials, in the piece, in strips or cut to shape or size, not embroidered",label badge similar article weave textile material piece strip cut shape size embroider
,,580810.0,Braids; in the piece,braid piece
,,580890.0,"Ornamental trimmings; tassels, pompons and similar articles; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted",ornamental trimming tassel pompon similar article ornamental trimming piece embroidery knitted crochet
,,580900.0,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included",fabric weave metal thread metallise yarn head kind apparel furnish fabric similar purpose include
,,581010.0,"Embroidery; without visible ground, in the piece, in strips or in motifs",embroidery visible ground piece strip motif
,,581091.0,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs",embroidery visible ground cotton piece strip motif
,,581092.0,"Embroidery; with visible ground, of man-made fibres, in the piece, in strips or in motifs",embroidery visible ground man fibre piece strip motif
,,581099.0,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs",embroidery visible ground textile material cotton man fibre piece strip motif
,,581100.0,"Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)",quilt textile product piece compose layer textile material assemble padding stitch exclude embroidery head
,,590110.0,"Textile fabrics; coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",textile fabric coat gum amylaceous substance kind outer cover book like
,,590190.0,"Textile fabrics; coated with gum or amylaceous substances, tracing cloth, prepared painting canvas, buckram and similar stiffened textile fabrics for hat foundations, (excluding book covers)",textile fabric coat gum amylaceous substance trace cloth prepare painting canvas buckram similar stiffen textile fabric hat foundation exclude book cover
,,590210.0,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides,textile fabric tyrecord high tenacity yarn nylon polyamide
,,590220.0,Textile fabrics; tyrecord of high tenacity yarn of polyester,textile fabric tyrecord high tenacity yarn polyester
,,590290.0,Textile fabrics; tyrecord of high tenacity yarn of viscose rayon,textile fabric tyrecord high tenacity yarn viscose rayon
,,590310.0,"Textile fabrics; impregnated, coated, covered or laminated with poly(vinyl chloride)",textile fabric impregnate coat cover laminate chloride
,,590320.0,"Textile fabrics; impregnated, coated, covered or laminated with polyurethane",textile fabric impregnate coat cover laminate polyurethane
,,590390.0,"Textile fabrics; impregnated, coated, covered or laminated with plastics, (excluding polyvinyl chloride, polyurethane and those of heading no. 5902)",textile fabric impregnate coat cover laminate plastic exclude polyvinyl chloride polyurethane head
,,590410.0,"Linoleum, whether or not cut to shape",linoleum cut shape
,,590490.0,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum",textile floor covering consist coating covering apply textile backing cut shape linoleum
,,590500.0,"Textile wall coverings of fabrics impregnated, coated, covered or laminated",textile wall covering fabric impregnate coat covered laminate
,,590610.0,"Textile fabrics, rubberised; (excluding those of heading no. 5902), adhesive tape of a width not exceeding 20cm",textile fabric rubberise exclude head adhesive tape width exceed cm
,,590691.0,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted",textile fabric rubberise exclude head adhesive tape width exceed cm knit crochet
,,590699.0,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), not knitted or crocheted",textile fabric rubberise exclude head adhesive tape width exceed cm knit crochet
,,590700.0,"Textile fabrics; otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio back-cloths or the like",textile fabric impregnate coat cover paint canvas theatrical scenery studio cloth like
,,590800.0,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",textile wick weave plait knit lamp stove lighter candle like incandescent gas mantle tubular knitted gas mantle fabric therefor impregnate
,,590900.0,"Textile hosepiping and similar textile tubing; with or without lining, armour or accessories of other materials",textile hosepiping similar textile tubing lining armour accessory material
,,591000.0,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",textile transmission conveyor belt belting textile material impregnate coat cover laminate plastic reinforce metal material
,,591110.0,"Textile fabric, felt & felt-lined woven fabrics, coated/covered/laminated with rubber, leather or other material, for card clothing, similar fabrics used for technical purposes, including rubber impregnated narrow velvet fabrics to cover weaving spindles",textile fabric feel feel line woven fabric coat cover laminate rubber leather material card clothing similar fabric technical purpose include rubber impregnate narrow velvet fabric cover weaving spindle
,,591120.0,"Textile products and articles for technical uses; bolting cloth, whether or not made up",textile product article technical use bolt cloth
,,591131.0,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing less than 650g/m2",textile fabric felt endless fit link device kind paper making similar machine weigh
,,591132.0,"Textiles; fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines, weighing 650g/m2 or more",textile fabric felt endless fit link device kind paper making similar machine weigh
,,591140.0,"Textile products and articles for technical uses; straining cloth of a kind used in oil presses and the like, including that of human hair",textile product article technical use strain cloth kind oil press like include human hair
,,591190.0,Textile products and articles for technical uses; n.e.c. in heading no. 5911,textile product article technical use head
,,600110.0,"Fabrics; long pile fabrics, knitted or crocheted",fabric long pile fabric knit crochet
,,600121.0,"Fabrics; looped pile fabrics, of cotton, knitted or crocheted",fabric loop pile fabric cotton knit crochet
,,600122.0,"Fabrics; looped pile fabrics, of man-made fibres, knitted or crocheted",fabric loop pile fabric man fibre knit crochet
,,600129.0,"Fabrics; looped pile fabrics, of textile materials (other than cotton or man-made fibres), knitted or crocheted",fabric loop pile fabric textile material cotton man fibre knit crochet
,,600191.0,"Fabrics; pile fabrics (excluding long pile and loop pile), of cotton, knitted or crocheted",fabric pile fabric exclude long pile loop pile cotton knit crochet
,,600192.0,"Fabrics; pile fabrics (excluding long pile and loop pile), of man-made fibres, knitted or crocheted",fabric pile fabric exclude long pile loop pile man fibre knit crochet
,,600199.0,"Fabrics; pile fabrics (excluding long pile and loop pile), of textile materials (other than cotton or man-made fibres), knitted or crocheted",fabric pile fabric exclude long pile loop pile textile material cotton man fibre knit crochet
,,600240.0,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn but not containing rubber thread",fabric knit crochet head width exceed cm contain weight elastomeric yarn contain rubber thread
,,600290.0,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread",fabric knit crochet head width exceed cm contain weight elastomeric yarn rubber thread
,,600310.0,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of wool or fine animal hair",fabric knit crochet fabric head width exceed cm wool fine animal hair
,,600320.0,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of cotton",fabric knit crochet fabric head width exceed cm cotton
,,600330.0,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of synthetic fibres",fabric knit crochet fabric head width exceed cm synthetic fibre
,,600340.0,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, of artificial fibres",fabric knit crochet fabric head width exceed cm artificial fibre
,,600390.0,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, other than of wool and fine animal hair, cotton, synthetic or artificial fibres",fabric knit crochet fabric head width exceed cm wool fine animal hair cotton synthetic artificial fibre
,,600410.0,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn but not containing rubber thread",fabric knit crochet fabric width exceed cm head contain weight elastomeric yarn contain rubber thread
,,600490.0,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread,",fabric knit crochet head width exceed cm contain weight elastomeric yarn rubber thread
,,600521.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached",fabric warp knit include galloon knitting machine heading cotton unbleached bleach
,,600522.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, dyed",fabric warp knit include galloon knitting machine heading cotton dye
,,600523.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, yarns of different colours",fabric warp knit include galloon knitting machine heading cotton yarn different colour
,,600524.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, printed",fabric warp knit include galloon knitting machine heading cotton print
,,600535.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres specified in Subheading Note 1 to this Chapter",fabric warp knit include galloon knitting machine heading synthetic fibre specify subheade note chapter
,,600536.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, bleached or unbleached",fabric warp knit include galloon knitting machine heading synthetic fibre bleached unbleached
,,600537.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed",fabric warp knit include galloon knitting machine heading synthetic fibre dye
,,600538.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, yarns of different colours",fabric warp knit include galloon knitting machine heading synthetic fibre yarn different colour
,,600539.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, printed",fabric warp knit include galloon knitting machine heading synthetic fibre print
,,600541.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, bleached or unbleached",fabric warp knit include galloon knitting machine heading artificial fibre bleached unbleached
,,600542.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, dyed",fabric warp knit include galloon knitting machine heading artificial fibre dye
,,600543.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours",fabric warp knit include galloon knitting machine heading artificial fibre yarn different colour
,,600544.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of artificial fibres, printed",fabric warp knit include galloon knitting machine heading artificial fibre print
,,600590.0,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, excluding those made from cotton or synthetic or artificial fibres",fabric warp knit include galloon knitting machine heading exclude cotton synthetic artificial fibre
,,600610.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair",fabric knit crochet fabric heading wool fine animal hair
,,600621.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached",fabric knit crochet fabric heading cotton unbleached bleach
,,600622.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed",fabric knit crochet fabric heading cotton dye
,,600623.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours",fabric knit crochet fabric heading cotton yarn different colour
,,600624.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, printed",fabric knit crochet fabric heading cotton print
,,600631.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, unbleached or bleached",fabric knit crochet fabric heading synthetic fibre unbleached bleach
,,600632.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed",fabric knit crochet fabric heading synthetic fibre dye
,,600633.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, of yarns of different colours",fabric knit crochet fabric heading synthetic fibre yarn different colour
,,600634.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, printed",fabric knit crochet fabric heading synthetic fibre print
,,600641.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, unbleached or bleached",fabric knit crochet fabric heading artificial fibre unbleached bleach
,,600642.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed",fabric knit crochet fabric heading artificial fibre dye
,,600643.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours",fabric knit crochet fabric heading artificial fibre yarn different colour
,,600644.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, printed",fabric knit crochet fabric heading artificial fibre print
,,600690.0,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres",fabric knit crochet fabric heading wool fine animal hair cotton synthetic artificial fibre
,,610120.0,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6103)",coat man boy overcoat car coat cape anorak wind jacket similar article cotton knit crochet exclude head
,,610130.0,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted, (excluding those of heading no. 6103)",coat man boy overcoat car coat cape anorak wind jacket similar article man fibre knit crochet exclude head
,,610190.0,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6101, knitted or crocheted (excluding those of heading no. 6103)",coat man boy overcoat car coat cape anorak wind jacket similar article textile material head knit crochet exclude head
,,610210.0,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of wool or fine animal hair, knitted or crocheted (excluding those of heading no. 6104)",coat woman girl overcoat car coat cape anorak wind jacket similar article wool fine animal hair knit crochet exclude head
,,610220.0,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6104)",coat woman girl overcoat car coat cape anorak wind jacket similar article cotton knit crochet exclude head
,,610230.0,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted (excluding those of heading no. 6104)",coat woman girl overcoat car coat cape anorak wind jacket similar article man fibre knit crochet exclude head
,,610290.0,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)",coat woman girl overcoat car coat cape anorak wind jacket similar article textile material head knit crochet exclude head
,,610310.0,"Suits; men's or boys', knitted or crocheted",suit man boy knit crochet
,,610322.0,"Ensembles; men's or boys', of cotton, knitted or crocheted",ensemble man boy cotton knit crochet
,,610323.0,"Ensembles; men's or boys', of synthetic fibres, knitted or crocheted",ensemble man boy synthetic fibre knit crochet
,,610329.0,"Ensembles; men's or boys', of textile materials (other than cotton or synthetic fibres), knitted or crocheted",ensemble man boy textile material cotton synthetic fibre knit crochet
,,610331.0,"Jackets and blazers; men's or boys', of wool or fine animal hair, knitted or crocheted",jacket blazer man boy wool fine animal hair knit crochet
,,610332.0,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted",jacket blazer man boy cotton knit crochet
,,610333.0,"Jackets and blazers; men's or boys', of synthetic fibres, knitted or crocheted",jacket blazer man boy synthetic fibre knit crochet
,,610339.0,"Jackets and blazers; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",jacket blazer man boy textile material wool fine animal hair cotton synthetic fibre knit crochet
,,610341.0,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of wool or fine animal hair, knitted or crocheted",trouser bib brace overall breech short man boy wool fine animal hair knit crochet
,,610342.0,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton, knitted or crocheted",trouser bib brace overall breech short man boy cotton knit crochet
,,610343.0,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres, knitted or crocheted",trouser bib brace overall breech short man boy synthetic fibre knit crochet
,,610349.0,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted",trouser bib brace overall breech short man boy textile material wool fine animal hair cotton synthetic fibre knit crochet
,,610413.0,"Suits; women's or girls', of synthetic fibres, knitted or crocheted",suit woman girl synthetic fibre knit crochet
,,610419.0,"Suits; women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted",suit woman girl textile material synthetic fibre knit crochet
,,610422.0,"Ensembles; women's or girls', of cotton, knitted or crocheted",ensemble woman girl cotton knit crochet
,,610423.0,"Ensembles; women's or girls', of synthetic fibres, knitted or crocheted",ensemble woman girl synthetic fibre knit crochet
